ID,game_id,team_id,HoA,won,settled_in,head_coach,goals,shots,hits,pim
201402017612,2014020176,12,away,TRUE,REG,Bill Peters,4,37,22,11
201402017629,2014020176,29,home,FALSE,REG,Todd Richards,2,19,30,17
201402096025,2014020960,25,away,TRUE,SO,Lindy Ruff,3,32,41,9
201402096013,2014020960,13,home,FALSE,SO,Gerard Gallant,3,24,36,9
20140208987,2014020898,7,away,TRUE,REG,Ted Nolan,4,31,22,10
201402089829,2014020898,29,home,FALSE,REG,Todd Richards,2,47,28,8
201402115514,2014021155,14,away,FALSE,OT,Jon Cooper,1,29,22,12
20140211559,2014021155,9,home,TRUE,OT,Dave Cameron,2,34,23,10
201402101116,2014021011,16,away,TRUE,REG,Joel Quenneville,2,44,18,4
201402101153,2014021011,53,home,FALSE,REG,Dave Tippett,1,18,34,14
20140211835,2014021183,5,away,FALSE,REG,Mike Johnston,1,47,38,10
20140211834,2014021183,4,home,TRUE,REG,Craig Berube,4,20,46,16
201402083215,2014020832,15,away,FALSE,REG,Barry Trotz,1,28,36,6
201402083226,2014020832,26,home,TRUE,REG,Darryl Sutter,3,30,35,4
201402109126,2014021091,26,away,TRUE,REG,Darryl Sutter,4,35,28,2
20140210913,2014021091,3,home,FALSE,REG,Alain Vigneault,2,36,40,4
201402038319,2014020383,19,away,FALSE,REG,Ken Hitchcock,3,32,19,4
201402038318,2014020383,18,home,TRUE,REG,Peter Laviolette,4,24,20,6
201402069520,2014020695,20,away,FALSE,REG,Bob Hartley,3,33,19,4
201402069524,2014020695,24,home,TRUE,REG,Bruce Boudreau,6,27,23,6
20140201067,2014020106,7,away,TRUE,REG,Ted Nolan,2,15,25,4
201402010628,2014020106,28,home,FALSE,REG,Todd McLellan,1,30,19,6
201402035225,2014020352,25,away,FALSE,REG,Lindy Ruff,2,24,17,21
201402035221,2014020352,21,home,TRUE,REG,Patrick Roy,5,47,22,13
20140211073,2014021107,3,away,TRUE,REG,Alain Vigneault,5,32,22,14
20140211079,2014021107,9,home,FALSE,REG,Dave Cameron,1,24,24,2
20140206821,2014020682,1,away,TRUE,REG,Adam Oates,5,34,15,8
201402068228,2014020682,28,home,FALSE,REG,Todd McLellan,2,36,11,6
201402116653,2014021166,53,away,FALSE,REG,Dave Tippett,1,21,27,11
201402116628,2014021166,28,home,TRUE,REG,Todd McLellan,3,37,15,9
20140205513,2014020551,3,away,TRUE,REG,Alain Vigneault,5,34,25,8
201402055113,2014020551,13,home,FALSE,REG,Gerard Gallant,2,20,30,6
201402024812,2014020248,12,away,FALSE,REG,Bill Peters,1,34,23,4
20140202486,2014020248,6,home,TRUE,REG,Claude Julien,2,25,30,6
20140202922,2014020292,2,away,TRUE,SO,Jack Capuano,4,35,27,7
20140202925,2014020292,5,home,FALSE,SO,Mike Johnston,4,30,36,9
201402039816,2014020398,16,away,TRUE,REG,Joel Quenneville,3,31,7,7
201402039818,2014020398,18,home,FALSE,REG,Peter Laviolette,1,33,23,11
20140203998,2014020399,8,away,FALSE,REG,Michel Therrien,1,17,17,14
201402039925,2014020399,25,home,TRUE,REG,Lindy Ruff,4,29,23,6
201402006230,2014020062,30,away,FALSE,REG,Mike Yeo,1,28,21,25
201402006224,2014020062,24,home,TRUE,REG,Bruce Boudreau,2,26,25,13
20140203263,2014020326,3,away,FALSE,REG,Alain Vigneault,3,19,19,8
201402032614,2014020326,14,home,TRUE,REG,Jon Cooper,4,29,21,6
201402111828,2014021118,28,away,TRUE,SO,Todd McLellan,2,44,17,16
20140211184,2014021118,4,home,FALSE,SO,Craig Berube,2,18,37,18
201402047219,2014020472,19,away,FALSE,REG,Ken Hitchcock,4,28,31,19
201402047226,2014020472,26,home,TRUE,REG,Darryl Sutter,6,37,46,13
20140201597,2014020159,7,away,FALSE,REG,Ted Nolan,0,18,31,10
20140201595,2014020159,5,home,TRUE,REG,Mike Johnston,5,34,17,8
201402006123,2014020061,23,away,TRUE,REG,Willie Desjardins,2,30,19,8
201402006122,2014020061,22,home,FALSE,REG,Dallas Eakins,0,28,22,6
201402049121,2014020491,21,away,TRUE,SO,Patrick Roy,1,23,31,8
201402049117,2014020491,17,home,FALSE,SO,Mike Babcock,1,35,18,4
20140205418,2014020541,8,away,TRUE,SO,Michel Therrien,1,34,21,6
201402054113,2014020541,13,home,FALSE,SO,Gerard Gallant,1,37,32,4
201402097119,2014020971,19,away,TRUE,REG,Ken Hitchcock,6,44,30,21
201402097110,2014020971,10,home,FALSE,REG,Peter Horachek,1,24,40,29
201402003452,2014020034,52,away,FALSE,REG,Paul Maurice,1,30,40,30
201402003426,2014020034,26,home,TRUE,REG,Darryl Sutter,4,31,31,18
201402038025,2014020380,25,away,FALSE,REG,Lindy Ruff,2,24,24,6
201402038017,2014020380,17,home,TRUE,REG,Mike Babcock,5,29,16,6
201402027412,2014020274,12,away,TRUE,REG,Bill Peters,6,25,16,11
201402027425,2014020274,25,home,FALSE,REG,Lindy Ruff,4,27,17,13
20140202995,2014020299,5,away,FALSE,REG,Mike Johnston,1,28,22,31
20140202992,2014020299,2,home,TRUE,REG,Jack Capuano,4,35,24,19
20140203754,2014020375,4,away,FALSE,SO,Craig Berube,4,35,27,12
201402037524,2014020375,24,home,TRUE,SO,Bruce Boudreau,4,33,30,6
20140201386,2014020138,6,away,TRUE,OT,Claude Julien,3,37,21,9
20140201387,2014020138,7,home,FALSE,OT,Ted Nolan,2,15,33,9
201402097521,2014020975,21,away,TRUE,REG,Patrick Roy,4,33,18,4
201402097529,2014020975,29,home,FALSE,REG,Todd Richards,0,44,30,12
201402042852,2014020428,52,away,FALSE,SO,Paul Maurice,3,33,30,13
201402042821,2014020428,21,home,TRUE,SO,Patrick Roy,3,26,33,13
201402075110,2014020751,10,away,FALSE,REG,Peter Horachek,3,28,19,6
201402075118,2014020751,18,home,TRUE,REG,Peter Laviolette,4,32,16,8
201402027118,2014020271,18,away,TRUE,REG,Peter Laviolette,9,37,28,16
201402027110,2014020271,10,home,FALSE,REG,Randy Carlyle,2,31,27,18
20140203098,2014020309,8,away,FALSE,REG,Michel Therrien,0,21,23,13
20140203093,2014020309,3,home,TRUE,REG,Alain Vigneault,5,34,32,11
201402063421,2014020634,21,away,FALSE,SO,Patrick Roy,2,30,30,2
201402063412,2014020634,12,home,TRUE,SO,Bill Peters,2,46,22,2
201402051053,2014020510,53,away,TRUE,REG,Dave Tippett,5,22,23,19
201402051022,2014020510,22,home,FALSE,REG,Craig MacTavish,1,27,23,11
201402022329,2014020223,29,away,FALSE,REG,Todd Richards,2,26,40,10
201402022315,2014020223,15,home,TRUE,REG,Barry Trotz,4,32,35,8
201402088415,2014020884,15,away,FALSE,REG,Barry Trotz,2,23,42,13
20140208844,2014020884,4,home,TRUE,REG,Craig Berube,3,28,37,15
201402114514,2014021145,14,away,FALSE,REG,Jon Cooper,1,41,33,11
201402114510,2014021145,10,home,TRUE,REG,Peter Horachek,3,28,26,11
20140209704,2014020970,4,away,FALSE,OT,Craig Berube,2,31,27,8
20140209706,2014020970,6,home,TRUE,OT,Claude Julien,3,37,27,4
201402031652,2014020316,52,away,TRUE,REG,Paul Maurice,4,32,26,27
201402031629,2014020316,29,home,FALSE,REG,Todd Richards,2,34,36,15
20140208538,2014020853,8,away,FALSE,REG,Michel Therrien,2,44,26,11
20140208539,2014020853,9,home,TRUE,REG,Dave Cameron,4,39,38,9
201402023226,2014020232,26,away,FALSE,SO,Darryl Sutter,5,26,36,4
201402023224,2014020232,24,home,TRUE,SO,Bruce Boudreau,5,49,44,4
20140204964,2014020496,4,away,TRUE,OT,Craig Berube,4,23,29,4
201402049652,2014020496,52,home,FALSE,OT,Paul Maurice,3,28,43,10
20140203616,2014020361,6,away,FALSE,REG,Claude Julien,2,34,24,6
201402036124,2014020361,24,home,TRUE,REG,Bruce Boudreau,3,28,24,6
20140205822,2014020582,2,away,FALSE,REG,Jack Capuano,2,33,34,4
201402058222,2014020582,22,home,TRUE,REG,Todd Nelson,5,23,22,8
20140210757,2014021075,7,away,FALSE,REG,Ted Nolan,0,24,17,2
201402107518,2014021075,18,home,TRUE,REG,Peter Laviolette,3,43,15,8
201402068120,2014020681,20,away,TRUE,OT,Bob Hartley,2,23,31,14
201402068126,2014020681,26,home,FALSE,OT,Darryl Sutter,1,34,43,16
201402100322,2014021003,22,away,FALSE,REG,Todd Nelson,4,29,21,13
20140210035,2014021003,5,home,TRUE,REG,Mike Johnston,6,34,25,15
201402093724,2014020937,24,away,TRUE,REG,Bruce Boudreau,3,22,20,11
201402093725,2014020937,25,home,FALSE,REG,Lindy Ruff,1,40,20,7
201402112014,2014021120,14,away,FALSE,REG,Jon Cooper,0,23,17,20
201402112017,2014021120,17,home,TRUE,REG,Mike Babcock,4,23,18,24
201402092512,2014020925,12,away,TRUE,REG,Bill Peters,5,41,15,4
20140209252,2014020925,2,home,FALSE,REG,Jack Capuano,3,24,33,22
201402108416,2014021084,16,away,TRUE,REG,Joel Quenneville,3,25,31,2
201402108412,2014021084,12,home,FALSE,REG,Bill Peters,1,44,33,0
201402023628,2014020236,28,away,TRUE,REG,Todd McLellan,2,39,15,8
201402023614,2014020236,14,home,FALSE,REG,Jon Cooper,1,33,21,6
201402122630,2014021226,30,away,FALSE,REG,Mike Yeo,2,25,12,6
201402122619,2014021226,19,home,TRUE,REG,Ken Hitchcock,4,24,24,10
201402067823,2014020678,23,away,TRUE,REG,Willie Desjardins,2,23,18,12
201402067813,2014020678,13,home,FALSE,REG,Gerard Gallant,1,24,30,10
201402038526,2014020385,26,away,TRUE,REG,Darryl Sutter,4,43,47,4
201402038553,2014020385,53,home,FALSE,REG,Dave Tippett,0,26,37,6
20140204415,2014020441,5,away,FALSE,SO,Mike Johnston,3,36,27,50
201402044129,2014020441,29,home,TRUE,SO,Todd Richards,3,27,38,38
20140200248,2014020024,8,away,TRUE,SO,Michel Therrien,3,38,30,12
20140200244,2014020024,4,home,FALSE,SO,Craig Berube,3,32,28,8
20140209612,2014020961,2,away,TRUE,REG,Jack Capuano,4,26,17,2
201402096118,2014020961,18,home,FALSE,REG,Peter Laviolette,3,31,23,4
201402120517,2014021205,17,away,FALSE,OT,Mike Babcock,3,27,24,8
20140212058,2014021205,8,home,TRUE,OT,Michel Therrien,4,26,22,10
20140206545,2014020654,5,away,FALSE,REG,Mike Johnston,3,24,47,8
20140206542,2014020654,2,home,TRUE,REG,Jack Capuano,6,35,44,6
20140211504,2014021150,4,away,TRUE,REG,Craig Berube,4,31,23,6
20140211505,2014021150,5,home,FALSE,REG,Mike Johnston,1,25,28,12
20140212218,2014021221,8,away,TRUE,SO,Michel Therrien,3,33,13,34
201402122110,2014021221,10,home,FALSE,SO,Peter Horachek,3,22,36,10
201402119312,2014021193,12,away,FALSE,REG,Bill Peters,2,32,12,2
201402119317,2014021193,17,home,TRUE,REG,Mike Babcock,3,25,20,2
201402063522,2014020635,22,away,FALSE,REG,Todd Nelson,2,15,23,12
201402063519,2014020635,19,home,TRUE,REG,Ken Hitchcock,4,29,23,10
201402025752,2014020257,52,away,FALSE,REG,Paul Maurice,1,22,17,8
201402025718,2014020257,18,home,TRUE,REG,Peter Laviolette,2,29,20,0
201402099652,2014020996,52,away,FALSE,REG,Paul Maurice,4,16,32,36
201402099619,2014020996,19,home,TRUE,REG,Ken Hitchcock,5,27,27,26
201402077426,2014020774,26,away,TRUE,REG,Darryl Sutter,4,29,27,10
201402077414,2014020774,14,home,FALSE,REG,Jon Cooper,2,28,22,10
20140206182,2014020618,2,away,TRUE,REG,Jack Capuano,5,40,27,8
201402061829,2014020618,29,home,FALSE,REG,Todd Richards,2,18,41,14
20140207282,2014020728,2,away,FALSE,REG,Jack Capuano,1,23,36,10
201402072817,2014020728,17,home,TRUE,REG,Mike Babcock,4,19,20,10
201402107010,2014021070,10,away,FALSE,REG,Peter Horachek,3,25,30,20
20140210709,2014021070,9,home,TRUE,REG,Dave Cameron,5,41,25,12
201402106129,2014021061,29,away,TRUE,REG,Todd Richards,6,33,15,9
201402106123,2014021061,23,home,FALSE,REG,Willie Desjardins,2,40,7,7
201402007620,2014020076,20,away,TRUE,REG,Bob Hartley,4,29,18,6
201402007652,2014020076,52,home,FALSE,REG,Paul Maurice,1,35,24,8
201402062120,2014020621,20,away,TRUE,REG,Bob Hartley,1,23,30,9
201402062123,2014020621,23,home,FALSE,REG,Willie Desjardins,0,36,10,13
201402018930,2014020189,30,away,FALSE,REG,Mike Yeo,0,35,26,29
20140201899,2014020189,9,home,TRUE,REG,Paul MacLean,3,17,36,15
20140200997,2014020099,7,away,FALSE,REG,Ted Nolan,0,29,27,28
201402009926,2014020099,26,home,TRUE,REG,Darryl Sutter,2,39,24,18
201402103715,2014021037,15,away,TRUE,SO,Barry Trotz,3,38,24,8
20140210377,2014021037,7,home,FALSE,SO,Ted Nolan,3,33,23,6
20140206408,2014020640,8,away,TRUE,REG,Michel Therrien,3,31,20,6
201402064029,2014020640,29,home,FALSE,REG,Todd Richards,2,16,35,16
201402009753,2014020097,53,away,FALSE,REG,Dave Tippett,0,26,19,6
201402009730,2014020097,30,home,TRUE,REG,Mike Yeo,2,29,11,4
201402006610,2014020066,10,away,FALSE,OT,Randy Carlyle,0,30,28,12
201402006617,2014020066,17,home,TRUE,OT,Mike Babcock,1,32,24,12
20140202936,2014020293,6,away,TRUE,SO,Claude Julien,3,41,36,16
201402029329,2014020293,29,home,FALSE,SO,Todd Richards,3,28,38,4
201402041415,2014020414,15,away,TRUE,REG,Barry Trotz,5,35,21,8
201402041414,2014020414,14,home,FALSE,REG,Jon Cooper,3,36,23,6
201402021323,2014020213,23,away,FALSE,REG,Willie Desjardins,1,19,21,6
201402021326,2014020213,26,home,TRUE,REG,Darryl Sutter,5,36,16,10
201402019722,2014020197,22,away,TRUE,REG,Dallas Eakins,3,52,25,7
20140201977,2014020197,7,home,FALSE,REG,Ted Nolan,2,31,30,19
201402033016,2014020330,16,away,TRUE,REG,Joel Quenneville,3,45,16,4
201402033021,2014020330,21,home,FALSE,REG,Patrick Roy,2,29,27,12
201402047524,2014020475,24,away,FALSE,REG,Bruce Boudreau,2,34,34,4
20140204759,2014020475,9,home,TRUE,REG,Dave Cameron,6,31,39,6
20140203457,2014020345,7,away,TRUE,SO,Ted Nolan,3,26,31,4
20140203458,2014020345,8,home,FALSE,SO,Michel Therrien,3,44,24,2
201402039615,2014020396,15,away,TRUE,REG,Barry Trotz,4,29,9,8
20140203961,2014020396,1,home,FALSE,REG,Peter DeBoer,1,34,19,8
201402013512,2014020135,12,away,FALSE,REG,Bill Peters,1,30,21,11
201402013523,2014020135,23,home,TRUE,REG,Willie Desjardins,4,25,23,11
20140206563,2014020656,3,away,TRUE,REG,Alain Vigneault,2,26,17,18
201402065629,2014020656,29,home,FALSE,REG,Todd Richards,1,36,23,14
201402112526,2014021125,26,away,FALSE,REG,Darryl Sutter,1,32,11,9
201402112530,2014021125,30,home,TRUE,REG,Mike Yeo,4,20,9,11
201402064921,2014020649,21,away,TRUE,REG,Patrick Roy,4,29,36,6
201402064913,2014020649,13,home,FALSE,REG,Gerard Gallant,2,32,25,10
201402114213,2014021142,13,away,FALSE,REG,Gerard Gallant,2,24,32,8
20140211426,2014021142,6,home,TRUE,REG,Claude Julien,3,29,23,6
20140205847,2014020584,7,away,FALSE,REG,Ted Nolan,1,21,28,9
20140205841,2014020584,1,home,TRUE,REG,Adam Oates,4,28,20,9
201402107415,2014021074,15,away,FALSE,REG,Barry Trotz,0,28,27,8
201402107452,2014021074,52,home,TRUE,REG,Paul Maurice,3,24,29,8
201402016824,2014020168,24,away,TRUE,REG,Bruce Boudreau,3,33,23,6
201402016821,2014020168,21,home,FALSE,REG,Patrick Roy,2,18,41,10
201402009812,2014020098,12,away,FALSE,REG,Bill Peters,0,16,21,4
201402009820,2014020098,20,home,TRUE,REG,Bob Hartley,5,24,12,4
201402020220,2014020202,20,away,TRUE,REG,Bob Hartley,6,25,22,6
201402020213,2014020202,13,home,FALSE,REG,Gerard Gallant,4,31,30,6
20140202731,2014020273,1,away,FALSE,REG,Peter DeBoer,1,22,18,10
201402027352,2014020273,52,home,TRUE,REG,Paul Maurice,3,34,26,4
20140205142,2014020514,2,away,FALSE,SO,Jack Capuano,3,36,18,10
20140205147,2014020514,7,home,TRUE,SO,Ted Nolan,3,26,28,8
201402031053,2014020310,53,away,FALSE,REG,Dave Tippett,1,27,33,4
201402031024,2014020310,24,home,TRUE,REG,Bruce Boudreau,2,30,32,6
201402109030,2014021090,30,away,TRUE,SO,Mike Yeo,1,32,23,2
20140210902,2014021090,2,home,FALSE,SO,Jack Capuano,1,38,28,2
201402018310,2014020183,10,away,FALSE,REG,Randy Carlyle,2,30,36,10
201402018353,2014020183,53,home,TRUE,REG,Dave Tippett,3,33,24,12
201402060316,2014020603,16,away,TRUE,REG,Joel Quenneville,4,20,5,10
201402060330,2014020603,30,home,FALSE,REG,Mike Yeo,2,44,15,7
201402028912,2014020289,12,away,FALSE,REG,Bill Peters,2,27,33,21
201402028926,2014020289,26,home,TRUE,REG,Darryl Sutter,3,39,24,13
201402117625,2014021176,25,away,TRUE,OT,Lindy Ruff,4,24,14,4
201402117618,2014021176,18,home,FALSE,OT,Peter Laviolette,3,36,22,2
201402089620,2014020896,20,away,FALSE,REG,Bob Hartley,0,21,22,9
20140208963,2014020896,3,home,TRUE,REG,Alain Vigneault,1,29,21,5
201402078312,2014020783,12,away,TRUE,REG,Bill Peters,5,30,27,2
201402078328,2014020783,28,home,FALSE,REG,Todd McLellan,4,27,13,8
20140208003,2014020800,3,away,TRUE,REG,Alain Vigneault,5,39,28,4
201402080010,2014020800,10,home,FALSE,REG,Peter Horachek,4,34,35,4
20140211741,2014021174,1,away,FALSE,REG,Adam Oates,1,36,26,4
20140211743,2014021174,3,home,TRUE,REG,Alain Vigneault,6,32,20,10
201402099329,2014020993,29,away,TRUE,SO,Todd Richards,3,32,51,8
201402099312,2014020993,12,home,FALSE,SO,Bill Peters,3,32,33,10
20140204776,2014020477,6,away,FALSE,REG,Claude Julien,1,31,33,8
201402047752,2014020477,52,home,TRUE,REG,Paul Maurice,2,27,31,6
201402061717,2014020617,17,away,FALSE,REG,Mike Babcock,1,27,26,4
201402061715,2014020617,15,home,TRUE,REG,Barry Trotz,3,17,24,4
201402123022,2014021230,22,away,FALSE,OT,Todd Nelson,5,28,9,6
201402123023,2014021230,23,home,TRUE,OT,Willie Desjardins,6,23,10,2
201402072124,2014020721,24,away,FALSE,REG,Bruce Boudreau,3,28,39,15
201402072128,2014020721,28,home,TRUE,REG,Todd McLellan,6,33,19,9
201402072953,2014020729,53,away,FALSE,REG,Dave Tippett,2,37,20,17
20140207299,2014020729,9,home,TRUE,REG,Dave Cameron,7,31,27,13
201402009616,2014020096,16,away,FALSE,REG,Joel Quenneville,2,32,8,4
201402009618,2014020096,18,home,TRUE,REG,Peter Laviolette,3,27,16,2
20140207459,2014020745,9,away,FALSE,REG,Dave Cameron,1,20,28,6
20140207451,2014020745,1,home,TRUE,REG,Adam Oates,2,19,23,2
201402083025,2014020830,25,away,FALSE,REG,Lindy Ruff,1,25,16,21
201402083021,2014020830,21,home,TRUE,REG,Patrick Roy,4,30,35,32
201402108326,2014021083,26,away,TRUE,REG,Darryl Sutter,3,33,19,4
20140210831,2014021083,1,home,FALSE,REG,Adam Oates,1,20,16,8
201402038724,2014020387,24,away,TRUE,REG,Bruce Boudreau,5,21,24,13
201402038730,2014020387,30,home,FALSE,REG,Mike Yeo,4,25,14,13
201402057110,2014020571,10,away,FALSE,REG,Randy Carlyle,1,21,26,14
201402057152,2014020571,52,home,TRUE,REG,Paul Maurice,5,40,25,12
201402116521,2014021165,21,away,TRUE,REG,Patrick Roy,4,23,28,8
201402116524,2014021165,24,home,FALSE,REG,Bruce Boudreau,2,37,21,10
20140212173,2014021217,3,away,TRUE,REG,Alain Vigneault,4,34,14,9
201402121715,2014021217,15,home,FALSE,REG,Barry Trotz,2,24,36,25
20140209418,2014020941,8,away,FALSE,REG,Michel Therrien,0,20,21,6
201402094128,2014020941,28,home,TRUE,REG,Todd McLellan,4,37,32,10
201402076115,2014020761,15,away,TRUE,REG,Barry Trotz,2,29,23,12
20140207619,2014020761,9,home,FALSE,REG,Dave Cameron,1,26,26,6
201402007814,2014020078,14,away,FALSE,REG,Jon Cooper,2,24,9,6
201402007822,2014020078,22,home,TRUE,REG,Dallas Eakins,3,23,15,6
201402103219,2014021032,19,away,TRUE,REG,Ken Hitchcock,3,21,22,14
201402103225,2014021032,25,home,FALSE,REG,Lindy Ruff,0,28,24,6
201402076728,2014020767,28,away,TRUE,REG,Todd McLellan,5,38,11,6
201402076723,2014020767,23,home,FALSE,REG,Willie Desjardins,1,34,16,8
201402108952,2014021089,52,away,TRUE,REG,Paul Maurice,4,24,24,10
201402108922,2014021089,22,home,FALSE,REG,Todd Nelson,1,34,20,10
201402066815,2014020668,15,away,FALSE,REG,Barry Trotz,4,32,25,10
201402066825,2014020668,25,home,TRUE,REG,Lindy Ruff,5,26,22,6
20140207497,2014020749,7,away,TRUE,REG,Ted Nolan,3,18,23,4
20140207498,2014020749,8,home,FALSE,REG,Michel Therrien,2,34,36,2
201402023718,2014020237,18,away,FALSE,REG,Peter Laviolette,3,25,16,13
201402023719,2014020237,19,home,TRUE,REG,Ken Hitchcock,4,27,19,27
20140209778,2014020977,8,away,TRUE,REG,Michel Therrien,2,35,34,6
201402097753,2014020977,53,home,FALSE,REG,Dave Tippett,0,28,35,4
20140206082,2014020608,2,away,TRUE,OT,Jack Capuano,3,31,38,9
20140206081,2014020608,1,home,FALSE,OT,Adam Oates,2,23,30,13
201402033817,2014020338,17,away,TRUE,SO,Mike Babcock,4,32,17,12
20140203381,2014020338,1,home,FALSE,SO,Peter DeBoer,4,25,11,12
201402050220,2014020502,20,away,TRUE,OT,Bob Hartley,4,28,34,4
201402050226,2014020502,26,home,FALSE,OT,Darryl Sutter,3,34,30,4
20140206973,2014020697,3,away,FALSE,REG,Alain Vigneault,1,41,35,18
20140206972,2014020697,2,home,TRUE,REG,Jack Capuano,4,38,46,18
20140203017,2014020301,7,away,TRUE,REG,Ted Nolan,2,26,32,7
201402030115,2014020301,15,home,FALSE,REG,Barry Trotz,1,44,32,7
20140211925,2014021192,5,away,FALSE,OT,Mike Johnston,3,28,16,6
20140211929,2014021192,9,home,TRUE,OT,Dave Cameron,4,44,39,8
201402037422,2014020374,22,away,FALSE,OT,Dallas Eakins,2,24,25,5
201402037452,2014020374,52,home,TRUE,OT,Paul Maurice,3,26,36,7
201402047414,2014020474,14,away,FALSE,SO,Jon Cooper,2,28,17,8
20140204741,2014020474,1,home,TRUE,SO,Peter DeBoer,2,18,13,12
20140206478,2014020647,8,away,FALSE,REG,Michel Therrien,1,26,16,18
20140206479,2014020647,9,home,TRUE,REG,Dave Cameron,4,35,21,8
201402055522,2014020555,22,away,FALSE,OT,Todd Nelson,3,20,13,20
201402055520,2014020555,20,home,TRUE,OT,Bob Hartley,4,28,30,8
20140212076,2014021207,6,away,FALSE,REG,Claude Julien,2,36,29,17
201402120713,2014021207,13,home,TRUE,REG,Gerard Gallant,4,30,24,17
20140207225,2014020722,5,away,TRUE,OT,Mike Johnston,2,43,37,6
20140207221,2014020722,1,home,FALSE,OT,Adam Oates,1,14,21,8
201402106417,2014021064,17,away,FALSE,REG,Mike Babcock,1,31,23,8
201402106414,2014021064,14,home,TRUE,REG,Jon Cooper,3,32,14,8
201402034330,2014020343,30,away,TRUE,OT,Mike Yeo,5,34,16,8
201402034325,2014020343,25,home,FALSE,OT,Lindy Ruff,4,45,17,4
201402086229,2014020862,29,away,TRUE,REG,Todd Richards,2,30,31,11
20140208625,2014020862,5,home,FALSE,REG,Mike Johnston,1,30,38,15
20140206389,2014020638,9,away,FALSE,REG,Dave Cameron,4,41,19,6
201402063825,2014020638,25,home,TRUE,REG,Lindy Ruff,5,29,24,6
20140200476,2014020047,6,away,TRUE,SO,Claude Julien,2,39,27,10
201402004717,2014020047,17,home,FALSE,SO,Mike Babcock,2,20,19,6
20140204596,2014020459,6,away,FALSE,SO,Claude Julien,2,35,21,8
201402045918,2014020459,18,home,TRUE,SO,Peter Laviolette,2,40,15,6
201402011513,2014020115,13,away,FALSE,OT,Gerard Gallant,1,24,26,16
201402011553,2014020115,53,home,TRUE,OT,Dave Tippett,2,41,31,4
20140205074,2014020507,4,away,TRUE,REG,Craig Berube,5,30,23,12
201402050730,2014020507,30,home,FALSE,REG,Mike Yeo,2,24,19,4
20140204152,2014020415,2,away,FALSE,REG,Jack Capuano,4,19,14,15
201402041530,2014020415,30,home,TRUE,REG,Mike Yeo,5,30,17,15
201402121820,2014021218,20,away,FALSE,REG,Bob Hartley,1,25,22,8
201402121852,2014021218,52,home,TRUE,REG,Paul Maurice,5,22,22,4
20140203909,2014020390,9,away,FALSE,REG,Paul MacLean,2,29,32,29
20140203905,2014020390,5,home,TRUE,REG,Mike Johnston,3,33,26,28
20140205337,2014020533,7,away,FALSE,REG,Ted Nolan,2,21,36,13
20140205339,2014020533,9,home,TRUE,REG,Dave Cameron,5,36,26,15
201402083615,2014020836,15,away,TRUE,REG,Barry Trotz,5,28,35,8
201402083624,2014020836,24,home,FALSE,REG,Bruce Boudreau,3,33,20,10
20140202524,2014020252,4,away,FALSE,REG,Craig Berube,3,29,29,11
20140202528,2014020252,8,home,TRUE,REG,Michel Therrien,6,28,15,15
20140211829,2014021182,9,away,FALSE,SO,Dave Cameron,2,45,25,6
201402118210,2014021182,10,home,TRUE,SO,Peter Horachek,2,38,30,12
20140205859,2014020585,9,away,FALSE,SO,Dave Cameron,1,42,29,13
20140205854,2014020585,4,home,TRUE,SO,Craig Berube,1,34,24,13
201402085530,2014020855,30,away,TRUE,OT,Mike Yeo,3,29,7,6
201402085520,2014020855,20,home,FALSE,OT,Bob Hartley,2,37,17,2
201402076924,2014020769,24,away,FALSE,SO,Bruce Boudreau,2,25,28,2
201402076915,2014020769,15,home,TRUE,SO,Barry Trotz,2,34,33,4
201402024930,2014020249,30,away,TRUE,REG,Mike Yeo,2,22,20,4
201402024925,2014020249,25,home,FALSE,REG,Lindy Ruff,1,28,21,2
20140209814,2014020981,4,away,FALSE,REG,Craig Berube,2,27,30,10
20140209811,2014020981,1,home,TRUE,REG,Adam Oates,5,21,24,8
201402085417,2014020854,17,away,TRUE,SO,Mike Babcock,2,28,21,8
201402085416,2014020854,16,home,FALSE,SO,Joel Quenneville,2,34,17,2
201402034023,2014020340,23,away,TRUE,REG,Willie Desjardins,5,30,21,6
201402034029,2014020340,29,home,FALSE,REG,Todd Richards,0,31,35,4
201402080723,2014020807,23,away,TRUE,OT,Willie Desjardins,5,36,22,8
201402080716,2014020807,16,home,FALSE,OT,Joel Quenneville,4,41,15,2
201402087713,2014020877,13,away,FALSE,REG,Gerard Gallant,1,22,30,13
20140208779,2014020877,9,home,TRUE,REG,Dave Cameron,4,39,37,9
201402089029,2014020890,29,away,FALSE,SO,Todd Richards,3,30,19,8
20140208903,2014020890,3,home,TRUE,SO,Alain Vigneault,3,37,27,6
201402042116,2014020421,16,away,TRUE,REG,Joel Quenneville,3,21,18,11
20140204216,2014020421,6,home,FALSE,REG,Claude Julien,2,34,29,15
20140202462,2014020246,2,away,TRUE,SO,Jack Capuano,3,34,32,12
201402024613,2014020246,13,home,FALSE,SO,Gerard Gallant,3,38,26,6
20140200129,2014020012,9,away,FALSE,REG,Paul MacLean,2,20,23,8
201402001218,2014020012,18,home,TRUE,REG,Peter Laviolette,3,37,23,10
201402005028,2014020050,28,away,FALSE,SO,Todd McLellan,3,23,20,4
20140200502,2014020050,2,home,TRUE,SO,Jack Capuano,3,45,32,2
20140211912,2014021191,2,away,FALSE,REG,Jack Capuano,4,40,24,11
