PUF_ID,sample,fpl,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_3,FWB1_4,FWB1_5,FWB1_6,FWB2_1,FWB2_2,FWB2_3,FWB2_4,FSscore,FS1_1,FS1_2,FS1_3,FS1_4,FS1_5,FS1_6,FS1_7,FS2_1,FS2_2,FS2_3,SUBKNOWL1,ACT1_1,ACT1_2,FINGOALS,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,FINKNOWL1,FINKNOWL2,FINKNOWL3,FK1correct,FK2correct,FK3correct,KHscore,KHKNOWL1,KHKNOWL2,KHKNOWL3,KHKNOWL4,KHKNOWL5,KHKNOWL6,KHKNOWL7,KHKNOWL8,KHKNOWL9,KH1correct,KH2correct,KH3correct,KH4correct,KH5correct,KH6correct,KH7correct,KH8correct,KH9correct,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,OBJNUMERACY1,ON2correct,ON1correct,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,SOCSEC2,SOCSEC3,LIFEEXPECT,HHEDUC,KIDS_NoChildren,KIDS_1,KIDS_2,KIDS_3,KIDS_4,EMPLOY,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,RETIRE,MILITARY,Military_Status,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt
13632,1,2,4,4,4,42,2,2,3,2,3,3,4,3,4,4,42,3,3,3,3,3,3,3,3,3,3,4,3,3,-1,3,3,3,3,3,3,3,3,3,4,0,0,3,3,4,4,4,2,1,3,1,2,0,0,1,-0.57,3,2,2,1,2,2,4,2,2,1,0,1,1,0,1,1,1,0,2,3,2,1,0,-2,-2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,8,1,1,8,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,3,0,0,0,1,0,0,0,2,1,1,3,3,3,0,2,1,1,0,5,3,2,2,3,3,0,0,0,0,0,0,0,0,0,1,4,3,-2,-2,70,10,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,3,1,1,4,4,1,1,2,4,0,0,1,0,3,0,0.613517283
13758,1,3,6,6,7,44,3,1,4,3,3,5,3,3,2,4,85,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,6,0,0,5,1,3,3,1,4,2,1,1,2,1,0,1,-1.215,2,3,1,1,2,2,2,3,1,0,1,0,1,0,1,0,0,1,1,2,2,7,0,-2,-2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,1,0,0,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,1,1,0,1,1,0,1,2,0,1,1,3,2,100,5,2,2,0,5,1,2,4,5,5,0,0,0,0,0,0,0,0,0,1,2,4,-2,-2,71,100,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,1,4,5,1,1,2,8,5,1,2,4,0,0,0,0,2,0,0.46789425
14215,1,3,6,6,6,60,3,3,2,4,2,3,2,5,2,2,44,3,4,3,3,3,3,3,4,4,4,4,4,3,0,2,2,4,2,4,3,5,4,6,5,1,1,3,3,3,3,3,3,2,1,1,2,1,0,1,-0.57,3,2,2,2,1,2,2,2,1,1,0,1,0,1,1,0,1,1,1,1,2,6,0,3,3,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,1,0,1,1,2,1,1,4,4,4,75,4,3,2,0,2,1,3,3,4,4,1,1,1,1,1,0,0,0,0,0,2,4,-2,-2,65,80,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,5,1,2,2,9,1,1,1,1,0,0,0,0,2,0,1.136270396
13446,1,2,7,6,1,51,3,1,5,3,5,3,3,5,1,1,85,5,5,5,5,5,5,5,5,5,1,2,5,3,1,5,5,5,3,5,5,1,5,3,3,0,0,5,5,6,6,5,2,3,1,3,2,1,1,1,-0.909,3,1,1,1,1,2,3,1,2,1,0,0,1,1,1,0,0,0,2,3,1,1,0,-2,-2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-1,4,0,0,0,0,0,1,0,2,1,1,3,3,3,100,4,2,2,0,3,2,3,4,1,1,0,0,0,0,0,0,0,0,0,1,1,3,-2,-2,-3,50,3,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,-2,0,5,4,2,3,1,1,1,1,4,1,3,5,0,0,0,0,1,0,0.770960478
13373,1,2,4,6,7,34,2,3,4,3,5,2,5,5,4,5,59,5,4,5,3,3,5,5,3,3,3,5,5,5,1,5,4,5,3,5,3,5,3,6,6,1,1,3,3,6,5,6,3,1,1,2,1,1,0,0,-0.188,1,3,2,1,1,2,3,2,1,0,1,1,1,1,1,0,1,1,2,1,2,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,1,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,4,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,3,-2,1,3,1,1,1,1,1,1,1,3,1,0,4,4,4,90,4,1,1,0,4,2,3,3,4,4,1,1,0,0,0,0,0,0,0,0,5,4,-2,-2,70,100,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,3,1,1,3,3,1,1,1,2,0,1,0,0,2,0,0.591801842
13754,1,3,5,6,3,57,2,1,3,3,2,3,2,4,1,3,45,5,3,2,2,4,3,2,4,4,4,4,5,3,1,3,4,3,4,3,2,4,4,4,4,0,0,3,4,3,5,5,2,3,1,3,2,1,1,1,-0.188,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,0,0,1,1,2,2,3,0,-2,-2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,5,0,1,0,1,1,1,1,2,1,1,4,4,4,50,3,2,1,0,3,2,3,3,4,3,1,0,0,0,0,0,0,0,0,0,3,3,-2,-2,65,75,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,3,1,1,3,6,5,1,2,4,0,1,0,0,2,0,0.909188569
13336,1,2,5,6,6,52,2,3,2,3,3,3,3,3,2,3,57,4,4,4,4,3,4,4,4,4,2,6,4,4,0,3,3,4,4,5,5,4,3,4,4,0,0,4,2,5,6,3,4,2,1,1,2,1,0,1,-1.215,2,3,1,1,2,2,2,3,1,0,1,0,1,0,1,0,0,1,1,1,2,3,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,2,1,1,0,0,0,3,1,1,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,1,3,0,0,0,0,1,0,0,1,0,0,3,3,4,100,3,4,1,0,3,1,3,4,3,3,1,0,0,0,0,0,0,0,0,0,7,4,-2,-2,67,50,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,3,1,1,3,2,1,1,3,6,0,1,0,0,2,1,1.006100833
14113,1,3,6,6,7,57,3,4,2,3,2,3,2,3,2,3,58,4,4,4,4,4,4,4,4,5,3,5,5,5,1,2,3,4,4,5,4,5,5,6,6,1,1,4,4,2,4,5,4,2,1,2,2,1,0,1,-0.188,2,3,2,1,1,2,3,2,1,0,1,1,1,1,1,0,1,1,1,1,2,6,0,3,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,8,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,1,5,1,1,1,1,1,1,1,2,1,1,2,4,2,50,4,2,2,0,5,1,3,4,5,5,0,0,0,0,0,0,0,1,0,0,6,4,-2,-2,65,50,5,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,5,1,1,5,9,1,1,3,6,0,0,1,0,2,0,0.788397093
12922,1,3,7,7,7,58,3,3,2,3,3,2,3,2,1,1,50,3,5,3,3,4,5,3,4,4,2,5,4,4,1,4,4,4,4,5,5,5,5,4,6,7,7,4,4,5,5,2,4,2,3,3,2,0,1,1,-0.188,3,3,3,1,1,1,4,3,1,1,1,0,1,1,0,1,0,1,1,3,3,98,0,-2,-2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,3,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5,1,1,1,1,1,1,1,2,1,1,2,2,2,100,5,4,1,0,3,1,3,4,5,5,1,0,0,0,0,0,0,1,0,0,6,4,-2,-2,65,100,5,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,0,5,1,4,3,1,1,5,7,4,1,1,2,0,0,1,1,3,0,1.514277535
14171,1,1,6,7,7,52,2,3,2,2,3,4,2,3,3,3,42,3,3,3,3,3,3,3,3,3,3,5,4,4,0,4,4,4,4,4,4,1,3,5,5,7,7,3,1,1,3,4,4,1,1,1,1,1,0,0,-1.485,2,2,1,2,1,2,1,3,1,0,0,0,0,1,1,0,0,1,2,2,2,5,0,-2,-2,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2,1,1,2,3,2,0,3,3,1,0,3,2,2,4,2,4,0,1,0,0,0,0,0,0,0,0,7,3,-2,-2,70,90,2,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,-2,0,5,2,4,1,4,2,4,1,1,1,4,9,0,1,1,0,2,1,1.129278002
13381,1,3,5,6,6,47,2,3,2,3,4,4,3,2,2,4,45,3,4,3,3,2,2,4,3,4,2,4,4,3,1,4,2,4,2,5,3,1,3,6,6,1,1,2,3,5,4,5,3,3,1,3,2,1,1,1,-0.188,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,0,0,1,1,1,2,5,0,2,3,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,2,1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,3,0,1,1,0,0,0,1,2,1,1,5,4,3,80,4,3,2,0,4,2,2,3,5,5,1,1,0,0,1,0,0,0,0,0,6,3,-2,-2,65,80,4,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,4,1,2,5,7,1,1,2,4,1,1,1,0,2,0,1.176373364
11928,1,1,1,1,1,26,1,1,5,1,2,5,5,1,4,5,24,1,1,3,1,1,2,1,5,5,5,3,4,2,1,4,4,3,3,4,1,1,5,1,6,7,7,3,2,5,5,2,2,3,1,3,2,1,1,1,0.242,2,3,2,1,2,2,4,2,1,0,1,1,1,0,1,1,1,1,3,1,4,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,1,0,0,2,0,1,4,4,3,100,1,5,1,0,1,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,6,2,1,65,-2,100,2,0,1,0,0,1,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,2,4,1,5,2,1,1,1,2,1,0,0,0,4,0,0.777201024
8319,2,3,7,7,7,84,5,5,1,5,1,5,1,5,1,1,43,5,1,1,1,1,5,5,5,1,5,1,5,5,0,1,1,1,1,5,1,5,2,6,6,1,-1,5,1,6,6,1,4,3,1,3,2,1,1,1,0.242,3,3,3,1,2,2,4,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,3,1,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,1,1,1,1,1,1,1,0,0,4,1,1,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,0,0,0,0,2,1,1,1,1,1,100,5,2,2,0,1,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,4,0,-2,-2,85,5,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,6,2,5,1,1,1,8,4,1,3,5,0,0,0,0,1,0,0.428443647
13608,1,3,5,5,5,38,2,2,4,2,5,2,4,3,4,4,41,3,3,3,3,2,3,3,3,3,3,5,3,3,1,4,3,4,3,3,3,1,5,3,5,1,7,3,3,3,5,4,3,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,2,4,1,1,1,1,1,1,1,0,0,1,3,1,2,4,0,1,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,3,1,0,2,1,0,3,2,1,2,1,1,0,0,0,3,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,1,1,2,0,1,4,4,4,2,3,1,1,0,5,3,3,2,2,2,1,1,0,0,1,0,0,0,0,0,2,4,-2,-2,65,100,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,3,1,2,3,6,1,0,2,3,0,0,0,0,3,0,1.308057625
14023,1,3,1,1,1,39,1,1,5,1,5,1,4,1,2,3,35,2,2,2,3,3,4,2,3,2,2,4,3,2,1,4,4,4,3,5,2,3,1,4,6,7,7,4,3,4,4,6,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,2,1,2,3,0,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,1,0,1,1,1,2,3,1,1,1,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,0,1,3,5,3,50,1,5,2,1,5,4,2,3,3,2,0,0,0,0,0,0,0,0,0,1,1,4,-2,-2,65,0,5,0,0,0,1,0,99,0,0,0,0,0,0,0,0,1,-2,0,5,4,2,1,1,1,3,7,1,1,3,5,0,0,0,1,2,1,1.882406826
13866,1,3,4,4,7,64,3,3,3,3,3,2,1,3,1,1,58,4,4,4,4,4,4,4,4,4,2,7,5,4,0,2,4,2,2,5,1,5,5,-1,6,1,1,5,3,4,6,7,4,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,4,1,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,0,0,0,0,2,1,1,2,2,2,70,4,3,1,0,2,2,3,3,3,4,0,1,0,0,1,0,0,1,0,0,7,3,-2,-2,71,99,5,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,-2,0,5,5,2,5,1,1,3,9,1,1,4,9,0,0,0,0,3,0,0.756305103
13679,1,1,1,4,6,35,1,1,5,1,1,5,4,4,5,3,24,2,1,2,1,1,3,1,2,3,4,3,2,1,0,2,2,3,2,4,3,1,5,4,5,7,7,3,4,4,1,4,3,2,1,1,2,1,0,1,-1.215,1,2,2,1,1,2,2,4,2,0,0,1,1,1,1,0,0,0,3,2,3,4,0,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,3,1,2,2,2,2,2,3,8,0,0,8,1,0,0,0,0,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,2,0,1,3,3,3,0,2,3,1,0,3,2,1,3,5,4,1,0,1,0,0,0,0,1,0,0,7,2,-2,-2,65,100,2,0,1,1,0,0,7,0,0,0,0,0,0,1,0,0,-2,0,5,2,4,2,4,2,4,1,4,1,1,2,0,1,1,0,2,0,0.571859337
12853,1,3,7,7,7,47,1,2,3,2,3,3,3,2,2,4,34,2,3,3,3,3,2,1,3,3,3,4,4,2,1,2,2,4,2,5,2,2,4,2,4,1,0,4,4,4,5,6,2,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,0,-2,-2,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,1,1,0,1,0,0,0,2,1,1,4,4,4,100,4,1,2,0,4,3,2,3,3,5,1,1,0,0,0,0,0,0,0,0,6,4,-2,-2,68,75,3,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,2,1,1,5,7,1,1,2,3,0,1,1,0,2,0,2.674713598
11836,1,3,6,6,7,59,4,3,2,4,2,3,2,5,1,4,50,4,3,3,3,3,4,5,3,3,3,5,5,4,1,3,4,4,4,5,4,1,2,5,6,1,1,4,3,5,3,2,4,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,4,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,1,0,1,1,1,1,2,1,1,3,4,3,95,4,4,2,0,2,1,2,3,4,5,0,1,0,0,1,0,0,0,0,0,6,3,-2,-2,68,5,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,3,1,1,2,8,1,0,2,4,0,0,0,0,2,1,0.768568696
8320,1,3,4,4,5,42,2,2,3,2,4,4,3,2,5,3,39,2,4,3,3,3,2,2,4,4,3,4,3,3,1,3,2,3,2,2,3,3,4,2,5,0,0,3,3,1,5,2,2,3,1,3,2,1,1,1,-0.188,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,0,0,1,3,1,2,5,0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,2,1,1,0,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,0,1,1,1,2,1,1,4,4,4,50,3,4,1,0,4,3,2,2,4,3,1,0,0,0,0,0,0,0,0,0,3,4,-2,-2,65,75,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,4,1,2,3,4,3,1,3,7,0,0,1,0,2,0,1.297544188
13390,1,3,6,3,5,35,2,1,4,2,5,3,5,2,3,4,45,1,4,3,4,5,3,2,5,4,3,7,5,4,1,3,5,4,2,4,2,3,1,4,5,0,1,1,2,3,3,5,3,0,2,2,1,0,0,0,-1.215,2,2,2,1,2,1,2,2,1,0,0,1,1,0,0,0,1,1,2,2,2,7,0,-2,-2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,2,2,0,2,3,1,2,2,3,1,1,0,3,1,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,4,1,1,1,1,1,1,1,2,0,1,3,5,4,100,5,1,1,1,5,3,2,2,4,5,0,0,0,1,0,0,0,0,0,0,5,4,-2,-2,61,55,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,5,1,4,3,4,2,2,9,3,1,3,5,0,0,0,0,2,0,2.343503852
14311,1,3,2,5,7,27,1,1,4,1,2,5,5,1,5,5,47,3,4,3,4,3,4,3,3,4,3,4,3,3,1,4,4,4,3,2,3,1,2,2,5,0,0,4,4,2,3,3,3,2,2,3,2,0,1,1,-0.188,1,3,1,1,1,2,3,2,1,0,1,0,1,1,1,0,1,1,3,3,3,5,0,-2,-2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,2,1,0,2,1,3,2,1,1,1,0,1,2,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,1,0,1,1,1,0,2,1,1,2,4,3,90,3,4,1,0,4,2,3,3,4,3,1,0,1,0,0,0,0,0,0,0,5,3,-2,-2,70,50,5,-1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,-2,0,5,3,3,4,1,1,2,3,4,1,3,5,0,0,0,0,2,0,0.704478955
13827,1,1,3,2,1,35,3,2,5,3,4,5,4,2,3,4,47,3,4,4,3,3,4,4,3,2,1,7,5,4,1,4,4,4,4,5,3,4,4,3,6,1,0,3,2,6,3,1,3,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,0,0,1,2,2,2,7,0,-2,-2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,3,1,1,1,1,3,2,2,3,3,1,1,1,1,3,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,1,3,1,1,0,1,1,0,0,2,0,1,3,3,1,80,2,4,1,1,5,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,6,4,-2,-2,70,20,3,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,3,1,2,5,2,3,1,3,7,0,0,1,0,2,1,0.723455151
14032,1,3,5,5,6,46,2,3,3,2,4,3,4,3,2,3,44,3,3,3,3,3,3,3,4,4,3,5,5,3,1,4,4,4,2,5,3,3,4,5,5,1,1,4,3,6,6,3,3,3,1,3,2,1,1,1,0.712,3,3,2,1,2,2,4,2,1,1,1,1,1,0,1,1,1,1,2,2,4,3,0,-2,-2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-1,3,0,1,1,1,1,0,1,2,1,1,4,3,3,50,3,5,1,0,4,1,3,3,3,4,1,1,0,0,1,0,0,1,0,0,5,3,-2,-2,65,75,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,5,1,1,2,8,4,1,1,2,0,0,0,0,2,0,0.562736634
14317,1,3,7,7,7,63,3,3,2,3,2,3,2,4,1,1,43,3,3,3,3,3,3,4,3,3,3,4,4,3,1,3,3,4,2,5,4,5,5,4,4,1,1,4,3,6,4,3,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,7,0,3,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,1,1,0,1,0,1,2,1,1,5,4,4,3,4,5,2,0,4,2,3,4,5,5,1,1,0,0,1,0,0,0,0,0,5,4,-2,-2,65,70,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,5,1,2,2,9,1,1,2,3,0,0,0,0,2,0,0.944791046
13853,2,3,6,6,7,74,5,5,2,5,1,3,1,5,1,2,82,5,5,5,5,5,5,5,5,5,2,7,5,4,1,1,5,5,3,5,5,5,4,6,6,0,0,5,1,6,6,6,4,2,1,3,1,1,1,0,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,2,1,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,1,1,1,1,1,1,0,0,4,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-2,1,5,0,1,0,1,1,0,1,2,1,1,3,3,2,29,5,5,2,0,1,4,4,4,5,5,0,0,0,0,0,0,0,0,0,1,7,3,0,-2,-2,90,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,6,2,5,3,1,1,9,4,1,3,6,0,0,0,0,1,0,0.537461716
13947,1,3,3,3,3,58,3,2,4,3,2,5,1,3,1,2,34,3,1,3,3,1,1,1,3,3,2,4,4,2,0,3,3,3,3,5,3,5,4,2,5,0,0,3,3,3,5,2,3,3,1,3,2,1,1,1,-0.57,2,2,2,1,1,2,2,1,1,0,0,1,1,1,1,0,0,1,1,1,2,5,0,4,2,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,1,1,1,0,0,1,0,0,0,2,1,1,1,4,1,80,3,3,2,1,3,2,2,2,4,3,0,1,0,0,0,0,0,0,0,0,6,3,-2,-2,65,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,5,2,1,3,2,2,4,1,1,4,9,0,0,0,0,2,1,1.83481844
