when,url,tracker
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,VigLink
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,Index Exchange (Formerly Casale Media)
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,LiveRamp
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,Rubicon
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,VigLink
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,Adobe Audience Manager
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161001154112id_/http://empiresports.co/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,RevContent
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161003025710id_/http://freewoodpost.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,TradeDesk
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,Teads
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,Taboola
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,eXelate
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,TubeMogul
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,MediaMath
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161004141838id_/http://heaviermetal.net/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161002004959id_/http://huzlers.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161006012121id_/http://krbcnews.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006012121id_/http://krbcnews.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006012121id_/http://krbcnews.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161006012121id_/http://krbcnews.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161006012121id_/http://krbcnews.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160817010801id_/http://www.kspm33.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160817010801id_/http://www.kspm33.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160817010801id_/http://www.kspm33.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160817010801id_/http://www.kspm33.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,RevContent
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160901162105id_/http://www.kupr7.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160724170541id_/http://www.ky6news.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160724170541id_/http://www.ky6news.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160724170541id_/http://www.ky6news.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160724170541id_/http://www.ky6news.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,RevContent
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160826115012id_/http://kypo6.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161003034527id_/http://mbynews.com/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161003034527id_/http://mbynews.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161003034527id_/http://mbynews.com/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161003034527id_/http://mbynews.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161002193308id_/http://mckenziepost.com/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161002193308id_/http://mckenziepost.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161002193308id_/http://mckenziepost.com/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161002193308id_/http://mckenziepost.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Lanista Concepts
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Taboola
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,eXelate
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,MarketGid
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Q1Media
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Media.net
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Google Publisher Tags
before-nov-2016,http://wayback.archive.org/web/20161007132659id_/http://nationalreport.net/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Tapad
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Turn Inc.
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,BidSwitch
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,StickyAds
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,ShareThis
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Aggregate Knowledge
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Krux Digital
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Nexage
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,sovrn (formerly Lijit Networks)
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,AppNexus
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,eXelate
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Yahoo Ad Exchange
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Lotame
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,OpenX
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,OwnerIQ
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,OwnerIQ
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,PubMatic
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,PulsePoint
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Index Exchange (Formerly Casale Media)
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,LiveRamp
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Rubicon
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Adobe Audience Manager
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161004202900id_/http://news4ktla.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,SMART AdServer
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,RevContent
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161007124019id_/http://www.newsbiscuit.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161007063228id_/http://newsbuzzdaily.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007063228id_/http://newsbuzzdaily.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Tapad
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Admeta
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Turn Inc.
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Sonobi
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,BidSwitch
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Adform
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,StickyAds
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Aggregate Knowledge
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,SMART AdServer
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,TradeDesk
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,i-Behavior
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Videology
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,SiteScout
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Switch Concepts
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,MediaMath
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Krux Digital
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Improve Digital
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,sovrn (formerly Lijit Networks)
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Criteo
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Datalogix
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Taboola
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,SpotXchange
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,AppNexus
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Acuity Ads
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,eXelate
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,AddThis
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Yahoo Ad Exchange
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Lotame
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,SmartClip
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,OpenX
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Media Innovation Group
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,adingo
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Semasio
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,PubMatic
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Sekindo
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,PulsePoint
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,TubeMogul
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,MediaMath
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Index Exchange (Formerly Casale Media)
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,LiveRamp
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Rubicon
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Advertising.com
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Adobe Audience Manager
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,AdScale
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161006141854id_/http://newsexaminer.net/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,Twitter Advertising
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,Taboola
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,Twitter Advertising
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161008023051id_/http://newslo.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,RevContent
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160731093603id_/http://www.newsnow17.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,Media.net
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,Google Publisher Tags
before-nov-2016,http://wayback.archive.org/web/20161005035802id_/http://newswatch33.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,Tynt
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,RevContent
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,Eyeota
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161005184558id_/http://notallowedto.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,OwnerIQ
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,OwnerIQ
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,VigLink
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,VigLink
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161002220635id_/http://now8news.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160911234548id_/http://www.oreillypost.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160911234548id_/http://www.oreillypost.com:80/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20160911234548id_/http://www.oreillypost.com:80/,AddThis
before-nov-2016,http://wayback.archive.org/web/20160911234548id_/http://www.oreillypost.com:80/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,Twitter Advertising
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,Taboola
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,Twitter Advertising
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,Facebook Custom Audience
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161001175211id_/http://politicops.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,ShareThis
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161007143445id_/http://rilenews.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Tapad
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Spoutable
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,BidSwitch
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,StickyAds
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,TradeDesk
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,AdMarvel
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Videology
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Krux Digital
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Visible Measures
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,eXelate
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Drawbridge
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Eyeview
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,MediaMath
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Advertising.com
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Adobe Audience Manager
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,DoubleClick Ad Exchange-Seller
before-nov-2016,http://wayback.archive.org/web/20161006011138id_/http://www.satiratribune.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20161006060215id_/http://scrapetv.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006060215id_/http://scrapetv.com/,Quantcast
before-nov-2016,http://wayback.archive.org/web/20161006060215id_/http://scrapetv.com/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20161006060215id_/http://scrapetv.com/,Google Syndication
before-nov-2016,http://wayback.archive.org/web/20161006060215id_/http://scrapetv.com/,Google Adsense
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Tapad
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,ScoreCard Research Beacon
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Turn Inc.
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Sonobi
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,BidSwitch
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,DoubleClick
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,StickyAds
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,ShareThis
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Aggregate Knowledge
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,BlueKai
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Krux Digital
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,Nexage
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,BrightRoll
before-nov-2016,http://wayback.archive.org/web/20160906012820id_/http://straightstoned.com:80/,AppNexus
