,Date,AvgTemp,MaxTemp,MinTemp,Precip,SnowFall,SnowDepth,Month,Day,Year,month_name
0,1948-01-01,,19.0,2.0,0.0,0.0,12.0,1,1,1948,January
1,1948-01-02,,33.0,11.0,0.0,0.0,11.0,1,2,1948,January
2,1948-01-03,,27.0,9.0,0.0,0.0,10.0,1,3,1948,January
3,1948-01-04,,31.0,22.0,0.17,3.4,14.0,1,4,1948,January
4,1948-01-05,,30.0,23.0,0.01,0.3,13.0,1,5,1948,January
5,1948-01-06,,31.0,22.0,0.09,2.1,14.0,1,6,1948,January
6,1948-01-07,,24.0,11.0,0.0,0.0,14.0,1,7,1948,January
7,1948-01-08,,30.0,22.0,0.16,2.5,14.0,1,8,1948,January
8,1948-01-09,,29.0,5.0,0.06,0.7,16.0,1,9,1948,January
9,1948-01-10,,25.0,-1.0,0.02,0.2,16.0,1,10,1948,January
10,1948-01-11,,33.0,10.0,0.2,1.9,17.0,1,11,1948,January
11,1948-01-12,,33.0,2.0,0.13,0.6,16.0,1,12,1948,January
12,1948-01-13,,13.0,-5.0,0.08,0.9,16.0,1,13,1948,January
13,1948-01-14,,4.0,-15.0,0.0,0.0,17.0,1,14,1948,January
14,1948-01-15,,16.0,-10.0,0.08,1.0,17.0,1,15,1948,January
15,1948-01-16,,16.0,-3.0,0.03,0.3,18.0,1,16,1948,January
16,1948-01-17,,2.0,-14.0,0.0,0.0,18.0,1,17,1948,January
17,1948-01-18,,9.0,-17.0,0.0,0.0,18.0,1,18,1948,January
18,1948-01-19,,17.0,4.0,0.04,0.9,18.0,1,19,1948,January
19,1948-01-20,,29.0,-1.0,0.06,0.9,19.0,1,20,1948,January
20,1948-01-21,,30.0,-1.0,0.04,1.1,20.0,1,21,1948,January
21,1948-01-22,,-1.0,-16.0,0.01,0.2,20.0,1,22,1948,January
22,1948-01-23,,10.0,-24.0,0.03,0.5,20.0,1,23,1948,January
23,1948-01-24,,17.0,-1.0,0.0,0.0,20.0,1,24,1948,January
24,1948-01-25,,20.0,,0.0,0.0,19.0,1,25,1948,January
25,1948-01-26,,17.0,6.0,0.11,3.6,20.0,1,26,1948,January
26,1948-01-27,,11.0,-3.0,0.03,0.5,22.0,1,27,1948,January
27,1948-01-28,,21.0,-2.0,0.01,0.2,22.0,1,28,1948,January
28,1948-01-29,,19.0,-13.0,0.01,0.2,22.0,1,29,1948,January
29,1948-01-30,,5.0,-22.0,0.0,0.0,22.0,1,30,1948,January
30,1948-01-31,,12.0,-14.0,0.0,0.0,22.0,1,31,1948,January
31,1948-02-01,,24.0,-6.0,0.02,0.4,22.0,2,1,1948,February
32,1948-02-02,,23.0,1.0,0.22,3.4,25.0,2,2,1948,February
33,1948-02-03,,10.0,-9.0,0.0,0.0,25.0,2,3,1948,February
34,1948-02-04,,24.0,-8.0,0.0,0.1,25.0,2,4,1948,February
35,1948-02-05,,22.0,6.0,0.01,0.2,25.0,2,5,1948,February
36,1948-02-06,,21.0,-1.0,0.03,0.4,25.0,2,6,1948,February
37,1948-02-07,,19.0,,0.08,1.6,27.0,2,7,1948,February
38,1948-02-08,,7.0,-12.0,0.01,0.2,27.0,2,8,1948,February
39,1948-02-09,,8.0,-11.0,0.01,0.2,27.0,2,9,1948,February
40,1948-02-10,,18.0,-15.0,0.0,0.0,27.0,2,10,1948,February
41,1948-02-11,,25.0,-2.0,0.0,0.0,26.0,2,11,1948,February
42,1948-02-12,,27.0,5.0,0.0,0.0,24.0,2,12,1948,February
43,1948-02-13,,24.0,4.0,0.06,1.4,25.0,2,13,1948,February
44,1948-02-14,,23.0,5.0,0.13,1.7,26.0,2,14,1948,February
45,1948-02-15,,17.0,6.0,0.06,2.2,28.0,2,15,1948,February
46,1948-02-16,,39.0,16.0,0.0,0.0,24.0,2,16,1948,February
47,1948-02-17,,33.0,24.0,0.03,0.5,21.0,2,17,1948,February
48,1948-02-18,,25.0,11.0,0.0,0.0,20.0,2,18,1948,February
49,1948-02-19,,34.0,7.0,0.06,0.6,18.0,2,19,1948,February
50,1948-02-20,,11.0,3.0,0.13,2.8,21.0,2,20,1948,February
51,1948-02-21,,15.0,-8.0,0.0,0.1,21.0,2,21,1948,February
52,1948-02-22,,21.0,3.0,0.0,0.0,20.0,2,22,1948,February
53,1948-02-23,,24.0,2.0,0.0,0.0,19.0,2,23,1948,February
54,1948-02-24,,35.0,20.0,0.32,0.3,16.0,2,24,1948,February
55,1948-02-25,,34.0,25.0,0.01,0.0,15.0,2,25,1948,February
56,1948-02-26,,33.0,24.0,0.01,0.1,14.0,2,26,1948,February
57,1948-02-27,,27.0,16.0,0.0,0.0,14.0,2,27,1948,February
58,1948-02-28,,27.0,18.0,0.08,2.3,16.0,2,28,1948,February
59,1948-02-29,,21.0,2.0,0.0,0.0,16.0,2,29,1948,February
60,1948-03-01,,20.0,-12.0,0.0,0.0,16.0,3,1,1948,March
61,1948-03-02,,20.0,-8.0,0.0,0.0,15.0,3,2,1948,March
62,1948-03-03,,24.0,4.0,0.0,0.0,15.0,3,3,1948,March
63,1948-03-04,,22.0,-18.0,0.0,0.0,14.0,3,4,1948,March
64,1948-03-05,,29.0,-21.0,0.0,0.0,13.0,3,5,1948,March
65,1948-03-06,,31.0,-15.0,0.0,0.0,13.0,3,6,1948,March
66,1948-03-07,,27.0,23.0,0.16,3.0,15.0,3,7,1948,March
67,1948-03-08,,28.0,10.0,0.03,0.7,15.0,3,8,1948,March
68,1948-03-09,,22.0,12.0,0.02,0.5,16.0,3,9,1948,March
69,1948-03-10,,20.0,-11.0,0.0,0.1,16.0,3,10,1948,March
70,1948-03-11,,16.0,-28.0,0.0,0.0,16.0,3,11,1948,March
71,1948-03-12,,24.0,-20.0,0.0,0.0,16.0,3,12,1948,March
72,1948-03-13,,31.0,-14.0,0.0,0.0,13.0,3,13,1948,March
73,1948-03-14,,45.0,4.0,0.0,0.0,10.0,3,14,1948,March
74,1948-03-15,,36.0,20.0,0.08,0.0,6.0,3,15,1948,March
75,1948-03-16,,43.0,33.0,0.0,0.0,5.0,3,16,1948,March
76,1948-03-17,,40.0,10.0,0.0,0.0,4.0,3,17,1948,March
77,1948-03-18,,34.0,20.0,0.0,0.0,4.0,3,18,1948,March
78,1948-03-19,,36.0,28.0,0.68,0.0,2.0,3,19,1948,March
79,1948-03-20,,53.0,28.0,0.0,0.0,2.0,3,20,1948,March
80,1948-03-21,,50.0,32.0,0.0,0.0,1.0,3,21,1948,March
81,1948-03-22,,46.0,32.0,0.0,0.0,0.0,3,22,1948,March
82,1948-03-23,,52.0,20.0,0.0,0.0,0.0,3,23,1948,March
83,1948-03-24,,49.0,27.0,0.0,0.0,0.0,3,24,1948,March
84,1948-03-25,,34.0,24.0,0.0,0.0,0.0,3,25,1948,March
85,1948-03-26,,44.0,29.0,0.12,0.0,0.0,3,26,1948,March
86,1948-03-27,,37.0,22.0,0.0,0.0,0.0,3,27,1948,March
87,1948-03-28,,35.0,10.0,0.0,0.0,0.0,3,28,1948,March
88,1948-03-29,,33.0,26.0,0.39,5.9,5.0,3,29,1948,March
89,1948-03-30,,41.0,9.0,0.0,0.0,3.0,3,30,1948,March
90,1948-03-31,,37.0,24.0,0.12,0.0,0.0,3,31,1948,March
91,1948-04-01,,40.0,33.0,0.12,0.0,0.0,4,1,1948,April
92,1948-04-02,,36.0,26.0,0.0,0.0,0.0,4,2,1948,April
93,1948-04-03,,39.0,16.0,0.0,0.0,0.0,4,3,1948,April
94,1948-04-04,,50.0,28.0,0.0,0.0,0.0,4,4,1948,April
95,1948-04-05,,51.0,31.0,0.0,0.0,0.0,4,5,1948,April
96,1948-04-06,,59.0,24.0,0.0,0.0,0.0,4,6,1948,April
97,1948-04-07,,48.0,29.0,0.2,0.0,0.0,4,7,1948,April
98,1948-04-08,,45.0,28.0,0.28,0.0,0.0,4,8,1948,April
99,1948-04-09,,31.0,17.0,0.0,0.0,0.0,4,9,1948,April
100,1948-04-10,,47.0,17.0,0.0,0.0,0.0,4,10,1948,April
101,1948-04-11,,45.0,35.0,0.4,0.0,0.0,4,11,1948,April
102,1948-04-12,,43.0,31.0,0.0,0.0,0.0,4,12,1948,April
103,1948-04-13,,52.0,21.0,0.0,0.0,0.0,4,13,1948,April
104,1948-04-14,,58.0,23.0,0.0,0.0,0.0,4,14,1948,April
105,1948-04-15,,61.0,29.0,0.0,0.0,0.0,4,15,1948,April
106,1948-04-16,,57.0,36.0,0.13,0.0,0.0,4,16,1948,April
107,1948-04-17,,48.0,20.0,0.0,0.0,0.0,4,17,1948,April
108,1948-04-18,,45.0,34.0,0.0,0.0,0.0,4,18,1948,April
109,1948-04-19,,51.0,36.0,0.06,0.0,0.0,4,19,1948,April
110,1948-04-20,,45.0,34.0,0.15,0.0,0.0,4,20,1948,April
111,1948-04-21,,59.0,27.0,0.0,0.0,0.0,4,21,1948,April
112,1948-04-22,,68.0,28.0,0.0,0.0,0.0,4,22,1948,April
113,1948-04-23,,55.0,34.0,0.0,0.0,0.0,4,23,1948,April
114,1948-04-24,,50.0,42.0,0.4,0.0,0.0,4,24,1948,April
115,1948-04-25,,65.0,45.0,0.0,0.0,0.0,4,25,1948,April
116,1948-04-26,,62.0,50.0,0.4,0.0,0.0,4,26,1948,April
117,1948-04-27,,58.0,45.0,0.01,0.0,0.0,4,27,1948,April
118,1948-04-28,,62.0,34.0,0.12,0.0,0.0,4,28,1948,April
119,1948-04-29,,60.0,37.0,0.0,0.0,0.0,4,29,1948,April
120,1948-04-30,,55.0,36.0,0.0,0.0,0.0,4,30,1948,April
121,1948-05-01,,58.0,35.0,0.0,0.0,0.0,5,1,1948,May
122,1948-05-02,,62.0,35.0,0.0,0.0,0.0,5,2,1948,May
123,1948-05-03,,58.0,37.0,0.0,0.0,0.0,5,3,1948,May
124,1948-05-04,,60.0,36.0,0.0,0.0,0.0,5,4,1948,May
125,1948-05-05,,70.0,37.0,0.05,0.0,0.0,5,5,1948,May
126,1948-05-06,,49.0,40.0,0.91,0.0,0.0,5,6,1948,May
127,1948-05-07,,43.0,34.0,0.0,0.0,0.0,5,7,1948,May
128,1948-05-08,,42.0,31.0,0.0,0.0,0.0,5,8,1948,May
129,1948-05-09,,49.0,29.0,0.0,0.0,0.0,5,9,1948,May
130,1948-05-10,,54.0,29.0,0.0,0.0,0.0,5,10,1948,May
131,1948-05-11,,55.0,34.0,0.0,0.0,0.0,5,11,1948,May
132,1948-05-12,,64.0,35.0,0.0,0.0,0.0,5,12,1948,May
133,1948-05-13,,69.0,38.0,0.0,0.0,0.0,5,13,1948,May
134,1948-05-14,,68.0,44.0,0.0,0.0,0.0,5,14,1948,May
135,1948-05-15,,67.0,38.0,0.41,0.0,0.0,5,15,1948,May
136,1948-05-16,,63.0,45.0,0.02,0.0,0.0,5,16,1948,May
137,1948-05-17,,61.0,42.0,0.0,0.0,0.0,5,17,1948,May
138,1948-05-18,,56.0,35.0,0.0,0.0,0.0,5,18,1948,May
139,1948-05-19,,57.0,34.0,0.0,0.0,0.0,5,19,1948,May
140,1948-05-20,,71.0,41.0,0.05,0.0,0.0,5,20,1948,May
141,1948-05-21,,51.0,39.0,0.0,0.0,0.0,5,21,1948,May
142,1948-05-22,,61.0,35.0,0.0,0.0,0.0,5,22,1948,May
143,1948-05-23,,49.0,36.0,0.0,0.0,0.0,5,23,1948,May
144,1948-05-24,,52.0,35.0,0.0,0.0,0.0,5,24,1948,May
145,1948-05-25,,62.0,30.0,0.0,0.0,0.0,5,25,1948,May
146,1948-05-26,,77.0,35.0,0.0,0.0,0.0,5,26,1948,May
147,1948-05-27,,76.0,47.0,0.0,0.0,0.0,5,27,1948,May
148,1948-05-28,,55.0,40.0,0.02,0.0,0.0,5,28,1948,May
149,1948-05-29,,59.0,34.0,0.0,0.0,0.0,5,29,1948,May
150,1948-05-30,,68.0,35.0,0.0,0.0,0.0,5,30,1948,May
151,1948-05-31,,75.0,39.0,0.0,0.0,0.0,5,31,1948,May
152,1948-06-01,,78.0,45.0,0.0,0.0,0.0,6,1,1948,June
153,1948-06-02,,85.0,46.0,0.0,0.0,0.0,6,2,1948,June
154,1948-06-03,,88.0,50.0,0.0,0.0,0.0,6,3,1948,June
155,1948-06-04,,69.0,50.0,0.06,0.0,0.0,6,4,1948,June
156,1948-06-05,,58.0,39.0,0.0,0.0,0.0,6,5,1948,June
157,1948-06-06,,75.0,35.0,0.0,0.0,0.0,6,6,1948,June
158,1948-06-07,,61.0,43.0,0.1,0.0,0.0,6,7,1948,June
159,1948-06-08,,74.0,48.0,0.0,0.0,0.0,6,8,1948,June
160,1948-06-09,,74.0,45.0,0.0,0.0,0.0,6,9,1948,June
161,1948-06-10,,68.0,43.0,0.05,0.0,0.0,6,10,1948,June
162,1948-06-11,,67.0,42.0,0.0,0.0,0.0,6,11,1948,June
163,1948-06-12,,74.0,59.0,0.0,0.0,0.0,6,12,1948,June
164,1948-06-13,,68.0,44.0,0.0,0.0,0.0,6,13,1948,June
165,1948-06-14,,67.0,39.0,0.0,0.0,0.0,6,14,1948,June
166,1948-06-15,,58.0,39.0,0.0,0.0,0.0,6,15,1948,June
167,1948-06-16,,63.0,40.0,0.0,0.0,0.0,6,16,1948,June
168,1948-06-17,,66.0,39.0,0.0,0.0,0.0,6,17,1948,June
169,1948-06-18,,71.0,41.0,0.0,0.0,0.0,6,18,1948,June
170,1948-06-19,,67.0,42.0,0.0,0.0,0.0,6,19,1948,June
171,1948-06-20,,79.0,39.0,0.0,0.0,0.0,6,20,1948,June
172,1948-06-21,,66.0,47.0,0.0,0.0,0.0,6,21,1948,June
173,1948-06-22,,64.0,55.0,0.31,0.0,0.0,6,22,1948,June
174,1948-06-23,,81.0,56.0,0.08,0.0,0.0,6,23,1948,June
175,1948-06-24,,68.0,53.0,0.44,0.0,0.0,6,24,1948,June
176,1948-06-25,,63.0,45.0,0.0,0.0,0.0,6,25,1948,June
177,1948-06-26,,69.0,45.0,0.0,0.0,0.0,6,26,1948,June
178,1948-06-27,,79.0,55.0,0.0,0.0,0.0,6,27,1948,June
179,1948-06-28,,77.0,54.0,1.31,0.0,0.0,6,28,1948,June
180,1948-06-29,,78.0,52.0,0.0,0.0,0.0,6,29,1948,June
181,1948-06-30,,64.0,48.0,0.0,0.0,0.0,6,30,1948,June
182,1948-07-01,,70.0,43.0,0.0,0.0,0.0,7,1,1948,July
183,1948-07-02,,74.0,46.0,0.0,0.0,0.0,7,2,1948,July
184,1948-07-03,,76.0,52.0,0.01,0.0,0.0,7,3,1948,July
185,1948-07-04,,89.0,60.0,0.0,0.0,0.0,7,4,1948,July
186,1948-07-05,,81.0,60.0,0.07,0.0,0.0,7,5,1948,July
187,1948-07-06,,72.0,54.0,0.0,0.0,0.0,7,6,1948,July
188,1948-07-07,,80.0,51.0,0.0,0.0,0.0,7,7,1948,July
189,1948-07-08,,81.0,51.0,0.0,0.0,0.0,7,8,1948,July
190,1948-07-09,,85.0,58.0,0.14,0.0,0.0,7,9,1948,July
191,1948-07-10,,90.0,59.0,0.0,0.0,0.0,7,10,1948,July
192,1948-07-11,,86.0,56.0,0.0,0.0,0.0,7,11,1948,July
193,1948-07-12,,79.0,54.0,0.0,0.0,0.0,7,12,1948,July
194,1948-07-13,,78.0,58.0,0.0,0.0,0.0,7,13,1948,July
195,1948-07-14,,76.0,51.0,0.0,0.0,0.0,7,14,1948,July
196,1948-07-15,,83.0,49.0,0.0,0.0,0.0,7,15,1948,July
197,1948-07-16,,79.0,58.0,0.0,0.0,0.0,7,16,1948,July
198,1948-07-17,,82.0,57.0,0.35,0.0,0.0,7,17,1948,July
199,1948-07-18,,65.0,51.0,0.0,0.0,0.0,7,18,1948,July
200,1948-07-19,,80.0,48.0,0.0,0.0,0.0,7,19,1948,July
201,1948-07-20,,77.0,50.0,0.0,0.0,0.0,7,20,1948,July
202,1948-07-21,,68.0,47.0,0.0,0.0,0.0,7,21,1948,July
203,1948-07-22,,60.0,54.0,0.33,0.0,0.0,7,22,1948,July
204,1948-07-23,,67.0,53.0,0.06,0.0,0.0,7,23,1948,July
205,1948-07-24,,70.0,50.0,0.0,0.0,0.0,7,24,1948,July
206,1948-07-25,,77.0,47.0,0.23,0.0,0.0,7,25,1948,July
207,1948-07-26,,80.0,56.0,0.0,0.0,0.0,7,26,1948,July
208,1948-07-27,,72.0,54.0,0.0,0.0,0.0,7,27,1948,July
209,1948-07-28,,75.0,49.0,0.0,0.0,0.0,7,28,1948,July
210,1948-07-29,,86.0,51.0,0.0,0.0,0.0,7,29,1948,July
211,1948-07-30,,75.0,62.0,0.74,0.0,0.0,7,30,1948,July
212,1948-07-31,,75.0,57.0,0.16,0.0,0.0,7,31,1948,July
213,1948-08-01,,63.0,52.0,0.01,0.0,0.0,8,1,1948,August
214,1948-08-02,,71.0,52.0,0.0,0.0,0.0,8,2,1948,August
215,1948-08-03,,68.0,49.0,0.0,0.0,0.0,8,3,1948,August
216,1948-08-04,,70.0,52.0,0.0,0.0,0.0,8,4,1948,August
217,1948-08-05,,67.0,45.0,0.0,0.0,0.0,8,5,1948,August
218,1948-08-06,,66.0,50.0,0.0,0.0,0.0,8,6,1948,August
219,1948-08-07,,72.0,47.0,0.0,0.0,0.0,8,7,1948,August
220,1948-08-08,,72.0,48.0,0.0,0.0,0.0,8,8,1948,August
221,1948-08-09,,77.0,48.0,0.0,0.0,0.0,8,9,1948,August
222,1948-08-10,,66.0,50.0,1.07,0.0,0.0,8,10,1948,August
223,1948-08-11,,73.0,58.0,0.15,0.0,0.0,8,11,1948,August
224,1948-08-12,,65.0,53.0,0.12,0.0,0.0,8,12,1948,August
225,1948-08-13,,72.0,54.0,0.01,0.0,0.0,8,13,1948,August
226,1948-08-14,,75.0,53.0,0.0,0.0,0.0,8,14,1948,August
227,1948-08-15,,82.0,54.0,0.0,0.0,0.0,8,15,1948,August
228,1948-08-16,,73.0,54.0,0.08,0.0,0.0,8,16,1948,August
229,1948-08-17,,75.0,58.0,0.0,0.0,0.0,8,17,1948,August
230,1948-08-18,,66.0,55.0,0.12,0.0,0.0,8,18,1948,August
231,1948-08-19,,76.0,53.0,0.0,0.0,0.0,8,19,1948,August
232,1948-08-20,,85.0,53.0,0.0,0.0,0.0,8,20,1948,August
233,1948-08-21,,71.0,57.0,0.02,0.0,0.0,8,21,1948,August
234,1948-08-22,,83.0,63.0,0.0,0.0,0.0,8,22,1948,August
235,1948-08-23,,80.0,58.0,0.0,0.0,0.0,8,23,1948,August
236,1948-08-24,,90.0,69.0,0.01,0.0,0.0,8,24,1948,August
237,1948-08-25,,90.0,64.0,0.0,0.0,0.0,8,25,1948,August
238,1948-08-26,,92.0,64.0,0.0,0.0,0.0,8,26,1948,August
239,1948-08-27,,93.0,67.0,0.0,0.0,0.0,8,27,1948,August
240,1948-08-28,,82.0,65.0,0.17,0.0,0.0,8,28,1948,August
241,1948-08-29,,68.0,58.0,0.0,0.0,0.0,8,29,1948,August
242,1948-08-30,,69.0,52.0,0.0,0.0,0.0,8,30,1948,August
243,1948-08-31,,71.0,44.0,0.0,0.0,0.0,8,31,1948,August
244,1948-09-01,,59.0,48.0,0.11,0.0,0.0,9,1,1948,September
245,1948-09-02,,75.0,54.0,0.02,0.0,0.0,9,2,1948,September
246,1948-09-03,,81.0,54.0,0.0,0.0,0.0,9,3,1948,September
247,1948-09-04,,86.0,56.0,0.0,0.0,0.0,9,4,1948,September
248,1948-09-05,,88.0,58.0,0.0,0.0,0.0,9,5,1948,September
249,1948-09-06,,83.0,58.0,0.33,0.0,0.0,9,6,1948,September
250,1948-09-07,,74.0,52.0,1.04,0.0,0.0,9,7,1948,September
251,1948-09-08,,68.0,49.0,0.07,0.0,0.0,9,8,1948,September
252,1948-09-09,,67.0,45.0,0.27,0.0,0.0,9,9,1948,September
253,1948-09-10,,63.0,42.0,0.0,0.0,0.0,9,10,1948,September
254,1948-09-11,,72.0,48.0,0.07,0.0,0.0,9,11,1948,September
255,1948-09-12,,79.0,50.0,0.0,0.0,0.0,9,12,1948,September
256,1948-09-13,,66.0,52.0,0.0,0.0,0.0,9,13,1948,September
257,1948-09-14,,65.0,46.0,0.0,0.0,0.0,9,14,1948,September
258,1948-09-15,,62.0,52.0,0.04,0.0,0.0,9,15,1948,September
259,1948-09-16,,64.0,52.0,0.0,0.0,0.0,9,16,1948,September
260,1948-09-17,,79.0,57.0,0.0,0.0,0.0,9,17,1948,September
261,1948-09-18,,76.0,52.0,0.0,0.0,0.0,9,18,1948,September
262,1948-09-19,,70.0,48.0,0.0,0.0,0.0,9,19,1948,September
263,1948-09-20,,67.0,45.0,0.0,0.0,0.0,9,20,1948,September
264,1948-09-21,,58.0,38.0,0.0,0.0,0.0,9,21,1948,September
265,1948-09-22,,61.0,38.0,0.0,0.0,0.0,9,22,1948,September
266,1948-09-23,,66.0,41.0,0.0,0.0,0.0,9,23,1948,September
267,1948-09-24,,68.0,43.0,0.0,0.0,0.0,9,24,1948,September
268,1948-09-25,,72.0,44.0,0.0,0.0,0.0,9,25,1948,September
269,1948-09-26,,70.0,42.0,0.0,0.0,0.0,9,26,1948,September
270,1948-09-27,,71.0,39.0,0.0,0.0,0.0,9,27,1948,September
271,1948-09-28,,75.0,42.0,0.0,0.0,0.0,9,28,1948,September
272,1948-09-29,,78.0,42.0,0.0,0.0,0.0,9,29,1948,September
273,1948-09-30,,65.0,49.0,0.0,0.0,0.0,9,30,1948,September
274,1948-10-01,,67.0,46.0,0.0,0.0,0.0,10,1,1948,October
275,1948-10-02,,57.0,35.0,0.0,0.0,0.0,10,2,1948,October
276,1948-10-03,,60.0,32.0,0.0,0.0,0.0,10,3,1948,October
277,1948-10-04,,64.0,32.0,0.0,0.0,0.0,10,4,1948,October
278,1948-10-05,,60.0,39.0,0.0,0.0,0.0,10,5,1948,October
279,1948-10-06,,63.0,47.0,0.0,0.0,0.0,10,6,1948,October
280,1948-10-07,,65.0,46.0,0.02,0.0,0.0,10,7,1948,October
281,1948-10-08,,59.0,40.0,0.09,0.0,0.0,10,8,1948,October
282,1948-10-09,,46.0,40.0,0.83,0.0,0.0,10,9,1948,October
283,1948-10-10,,45.0,40.0,0.77,0.0,0.0,10,10,1948,October
284,1948-10-11,,47.0,43.0,0.4,0.0,0.0,10,11,1948,October
285,1948-10-12,,47.0,42.0,0.6,0.0,0.0,10,12,1948,October
286,1948-10-13,,54.0,42.0,0.05,0.0,0.0,10,13,1948,October
287,1948-10-14,,55.0,38.0,0.0,0.0,0.0,10,14,1948,October
288,1948-10-15,,57.0,34.0,0.0,0.0,0.0,10,15,1948,October
289,1948-10-16,,56.0,39.0,0.0,0.0,0.0,10,16,1948,October
290,1948-10-17,,40.0,27.0,0.48,4.6,0.0,10,17,1948,October
291,1948-10-18,,37.0,24.0,0.11,1.1,2.0,10,18,1948,October
292,1948-10-19,,37.0,32.0,0.16,1.5,0.0,10,19,1948,October
293,1948-10-20,,42.0,30.0,0.0,0.0,0.0,10,20,1948,October
294,1948-10-21,,50.0,33.0,0.0,0.0,0.0,10,21,1948,October
295,1948-10-22,,54.0,35.0,0.12,0.0,0.0,10,22,1948,October
296,1948-10-23,,49.0,31.0,0.03,0.0,0.0,10,23,1948,October
297,1948-10-24,,52.0,29.0,0.0,0.0,0.0,10,24,1948,October
298,1948-10-25,,55.0,33.0,0.0,0.0,0.0,10,25,1948,October
299,1948-10-26,,54.0,40.0,0.0,0.0,0.0,10,26,1948,October
300,1948-10-27,,62.0,38.0,0.0,0.0,0.0,10,27,1948,October
301,1948-10-28,,60.0,33.0,0.0,0.0,0.0,10,28,1948,October
302,1948-10-29,,47.0,38.0,0.0,0.0,0.0,10,29,1948,October
303,1948-10-30,,49.0,42.0,0.0,0.0,0.0,10,30,1948,October
304,1948-10-31,,52.0,46.0,0.02,0.0,0.0,10,31,1948,October
305,1948-11-01,,53.0,45.0,0.0,0.0,0.0,11,1,1948,November
306,1948-11-02,,54.0,46.0,0.0,0.0,0.0,11,2,1948,November
307,1948-11-03,,51.0,48.0,0.0,0.0,0.0,11,3,1948,November
308,1948-11-04,,55.0,47.0,0.05,0.0,0.0,11,4,1948,November
309,1948-11-05,,55.0,51.0,0.56,0.0,0.0,11,5,1948,November
310,1948-11-06,,56.0,43.0,0.52,0.0,0.0,11,6,1948,November
311,1948-11-07,,46.0,38.0,0.01,0.0,0.0,11,7,1948,November
312,1948-11-08,,43.0,32.0,0.03,0.0,0.0,11,8,1948,November
313,1948-11-09,,48.0,38.0,0.67,0.0,0.0,11,9,1948,November
314,1948-11-10,,46.0,27.0,0.14,0.3,0.0,11,10,1948,November
315,1948-11-11,,39.0,31.0,0.24,2.5,0.0,11,11,1948,November
316,1948-11-12,,38.0,28.0,0.52,3.0,0.0,11,12,1948,November
317,1948-11-13,,35.0,28.0,0.26,2.9,4.0,11,13,1948,November
318,1948-11-14,,34.0,21.0,0.02,0.2,3.0,11,14,1948,November
319,1948-11-15,,38.0,32.0,0.02,0.0,0.0,11,15,1948,November
320,1948-11-16,,50.0,30.0,0.28,0.0,0.0,11,16,1948,November
321,1948-11-17,,46.0,35.0,1.0,0.0,0.0,11,17,1948,November
322,1948-11-18,,39.0,29.0,0.0,0.0,0.0,11,18,1948,November
323,1948-11-19,,37.0,33.0,0.05,0.0,0.0,11,19,1948,November
324,1948-11-20,,33.0,28.0,0.79,3.3,3.0,11,20,1948,November
325,1948-11-21,,32.0,24.0,0.02,0.5,3.0,11,21,1948,November
326,1948-11-22,,38.0,31.0,0.0,0.0,2.0,11,22,1948,November
327,1948-11-23,,36.0,31.0,0.04,0.4,2.0,11,23,1948,November
328,1948-11-24,,34.0,27.0,0.0,0.0,2.0,11,24,1948,November
329,1948-11-25,,38.0,34.0,0.15,0.0,1.0,11,25,1948,November
330,1948-11-26,,41.0,36.0,0.05,0.0,0.0,11,26,1948,November
331,1948-11-27,,38.0,30.0,0.03,0.0,0.0,11,27,1948,November
332,1948-11-28,,30.0,21.0,0.0,0.0,0.0,11,28,1948,November
333,1948-11-29,,34.0,21.0,0.02,0.5,0.0,11,29,1948,November
334,1948-11-30,,34.0,28.0,0.15,1.9,2.0,11,30,1948,November
335,1948-12-01,,32.0,22.0,0.02,0.5,2.0,12,1,1948,December
336,1948-12-02,,36.0,25.0,0.0,0.0,2.0,12,2,1948,December
337,1948-12-03,,46.0,24.0,0.0,0.0,0.0,12,3,1948,December
338,1948-12-04,,50.0,31.0,0.0,0.0,0.0,12,4,1948,December
339,1948-12-05,,46.0,37.0,0.17,0.0,0.0,12,5,1948,December
340,1948-12-06,,37.0,23.0,0.15,1.2,1.0,12,6,1948,December
341,1948-12-07,,29.0,19.0,0.0,0.0,0.0,12,7,1948,December
342,1948-12-08,,31.0,18.0,0.47,5.9,5.0,12,8,1948,December
343,1948-12-09,,29.0,17.0,0.29,6.6,9.0,12,9,1948,December
344,1948-12-10,,25.0,9.0,0.12,2.4,13.0,12,10,1948,December
345,1948-12-11,,32.0,16.0,0.01,0.2,13.0,12,11,1948,December
346,1948-12-12,,37.0,27.0,0.01,0.2,11.0,12,12,1948,December
347,1948-12-13,,28.0,23.0,0.0,0.0,10.0,12,13,1948,December
348,1948-12-14,,27.0,15.0,0.01,0.1,9.0,12,14,1948,December
349,1948-12-15,,27.0,20.0,0.0,0.0,8.0,12,15,1948,December
350,1948-12-16,,35.0,14.0,0.05,0.0,7.0,12,16,1948,December
351,1948-12-17,,25.0,13.0,0.07,1.7,8.0,12,17,1948,December
352,1948-12-18,,29.0,10.0,0.02,0.3,8.0,12,18,1948,December
353,1948-12-19,,26.0,4.0,0.01,0.2,8.0,12,19,1948,December
354,1948-12-20,,32.0,26.0,0.09,1.7,8.0,12,20,1948,December
355,1948-12-21,,35.0,26.0,0.03,0.4,8.0,12,21,1948,December
