Date,AvgTemp,MaxTemp,MinTemp,Precip,Snowfall,SnowDepth
2/15/2018,,,,0,0,16.5
2/16/2018,,,,0,0,15.5
2/17/2018,,,,0,0,15.5
2/18/2018,,,,0,0,15
2/19/2018,,,,0.04,0.3,15
2/20/2018,,,,0.03,0.3,15
2/21/2018,,,,0.03,0,15.5
2/22/2018,,,,0,0,15.5
2/23/2018,,,,0,0,15.5
2/24/2018,,,,0.23,1.6,16.5
2/25/2018,,,,0.65,2.5,18.5
2/26/2018,,,,0,0,18
2/27/2018,,,,0,0,18
2/28/2018,,,,0.15,1,18.5
3/1/2018,,,,0.01,0.2,17.5
3/2/2018,,,,0,0,17
3/3/2018,,,,0,0,17
3/4/2018,,,,0,0,17
3/5/2018,,,,0,0,17
3/6/2018,,,,0,0,17
3/7/2018,,,,0.09,2.9,19
3/8/2018,,,,0.04,0.4,18
3/9/2018,,,,0.02,0.1,17
3/10/2018,,,,0,0,17
3/11/2018,,,,0,0,16.5
3/12/2018,,,,,0.9,18
3/13/2018,,,,0,0,18
3/14/2018,,,,0,0,18
3/15/2018,,,,0,0,17.5
3/16/2018,,,,0,0,17
3/17/2018,,,,0,0,17
3/18/2018,,,,0,0,16
3/19/2018,,,,0,0,16
3/20/2018,,,,0,0,15.5
3/21/2018,,,,0,0,15
3/22/2018,,,,0,0,15
3/23/2018,,,,0,0,15
3/24/2018,,,,0,0,15
3/25/2018,,,,0,0,15
3/26/2018,,,,0,0,14.5
3/27/2018,,,,0.27,0,12.5
3/28/2018,,,,0.36,0,12
3/29/2018,,,,0,0,11
3/30/2018,,,,0,0,11
3/31/2018,,,,0.04,1.2,12.5
4/1/2018,,,,0.38,5.4,17.5
4/2/2018,,,,0.02,0.2,15.5
4/3/2018,,,,0,0,13
4/4/2018,,,,0.07,1.4,14
4/5/2018,,,,0.04,0.3,14
4/6/2018,,,,0.24,5.2,18
4/7/2018,,,,0.07,1.6,15.5
4/8/2018,,,,0.03,1.6,14
4/9/2018,,,,0,0,13.5
4/10/2018,,,,0,0,13
4/11/2018,,,,0,0,11
4/12/2018,,,,0.03,0,10.5
4/13/2018,,,,0.34,4.2,13.5
4/14/2018,,,,0,0,11.5
4/15/2018,,,,0,0,11
4/16/2018,,,,0.39,0.8,11.5
4/17/2018,,,,0.81,8.4,17.5
4/18/2018,,,,0,0,15
4/19/2018,,,,0,0,14
4/20/2018,,,,0,0,12.5
4/21/2018,,,,0,0,10.5
4/22/2018,,,,0,0,9
4/23/2018,,,,0,0,6
4/24/2018,,,,0,0,4.5
4/25/2018,,,,0,0,1.5
4/26/2018,,,,0,0,1.5
4/27/2018,,,,0.12,0,1
4/28/2018,,,,0,0,0.5
4/29/2018,,,,0,0,0
4/30/2018,,,,0,0,0
5/1/2018,,,,0.01,0,0
5/2/2018,,,,0.11,0,0
5/3/2018,,,,0.12,0,0
5/4/2018,,,,0.26,0,0
5/5/2018,,,,0.52,0,0
5/6/2018,,,,0.01,0,0
5/7/2018,,,,0,0,0
5/8/2018,,,,0,0,0
5/9/2018,,,,0,0,0
5/10/2018,,,,0.14,0,0
5/11/2018,,,,0,0,0
5/12/2018,,,,0,0,0
5/13/2018,,,,0,0,0
5/14/2018,,,,0,0,0
5/15/2018,,,,0,0,0
5/16/2018,,,,0,0,0
5/17/2018,,,,0,0,0
5/18/2018,,,,0,0,0
5/19/2018,,,,0,0,0
5/20/2018,,,,0.45,0,0
5/21/2018,,,,0,0,0
5/22/2018,,,,0,0,0
5/23/2018,,,,0,0,0
